access_id,student_id,course_id,content_type,content_id,timestamp,time_spent_minutes
A03870,S1016,DS200,assignment,DS200-A0404,2025-03-04 05:30:08,40
A03871,S1001,CS101,discussion,CS101-D0203,2025-03-02 01:06:56,35
A03872,S1011,MATH150,discussion,MATH150-D0502,2025-04-07 20:44:43,86
A03873,S1002,DS200,assignment,DS200-A0502,2025-04-21 08:53:24,48
A03874,S1001,DS400,reading,DS400-R0804,2025-03-07 22:54:06,90
A03875,S1006,CS101,assignment,CS101-A0904,2025-04-06 16:42:31,9
A03876,S1022,CS301,reading,CS301-R0105,2025-04-20 19:22:03,74
A03877,S1019,CS101,reading,CS101-R0803,2025-02-20 13:15:46,80
A03878,S1035,DS400,assignment,DS400-A0202,2025-03-19 06:10:54,5
A03879,S1021,MATH150,assignment,MATH150-A0303,2025-04-24 07:24:10,42
A03880,S1006,DS400,lecture,DS400-L0902,2025-03-11 07:18:25,10
A03881,S1043,CS101,lecture,CS101-L0403,2025-03-11 02:09:04,41
A03882,S1040,MATH150,video,MATH150-V1005,2025-02-18 21:42:12,5
A03883,S1041,DS200,video,DS200-V0804,2025-04-11 21:58:00,49
A03884,S1028,DS400,assignment,DS400-A0705,2025-02-18 16:40:18,22
A03885,S1037,MATH150,video,MATH150-V0405,2025-03-11 03:03:56,12
A03886,S1037,MATH150,lecture,MATH150-L0205,2025-04-18 20:07:57,25
A03887,S1039,CS101,discussion,CS101-D0403,2025-02-14 04:25:46,36
A03888,S1042,DS200,reading,DS200-R0104,2025-03-15 02:24:29,87
A03889,S1012,DS400,assignment,DS400-A0403,2025-03-13 16:33:16,25
A03890,S1013,MATH150,assignment,MATH150-A0905,2025-04-01 13:31:52,30
A03891,S1016,MATH150,video,MATH150-V0803,2025-02-11 19:49:55,68
A03892,S1025,CS301,discussion,CS301-D0501,2025-03-23 04:01:22,56
A03893,S1050,MATH150,reading,MATH150-R0303,2025-02-26 01:20:45,72
A03894,S1012,CS301,discussion,CS301-D0305,2025-03-05 21:20:38,44
A03895,S1002,CS301,reading,CS301-R0403,2025-04-22 14:26:33,3
A03896,S1037,MATH150,video,MATH150-V0905,2025-04-21 05:16:48,80
A03897,S1024,DS400,reading,DS400-R0801,2025-02-26 00:31:43,73
A03898,S1028,DS400,quiz,DS400-Q0503,2025-02-22 05:09:51,42
A03899,S1039,CS101,quiz,CS101-Q0703,2025-02-06 05:19:14,34
A03900,S1030,CS101,discussion,CS101-D0902,2025-02-02 07:28:54,5
A03901,S1049,DS400,discussion,DS400-D0603,2025-02-15 02:42:02,71
A03902,S1033,CS301,video,CS301-V0503,2025-04-14 16:15:10,79
A03903,S1042,CS301,assignment,CS301-A0705,2025-03-15 23:22:33,56
A03904,S1029,DS400,discussion,DS400-D1005,2025-02-26 22:36:28,59
A03905,S1002,CS301,assignment,CS301-A0204,2025-04-10 20:41:47,83
A03906,S1002,CS301,discussion,CS301-D0101,2025-04-25 00:53:57,34
A03907,S1040,CS301,lecture,CS301-L0201,2025-04-16 12:51:55,28
A03908,S1034,MATH150,assignment,MATH150-A0801,2025-03-06 13:32:43,51
A03909,S1031,MATH150,quiz,MATH150-Q0703,2025-02-01 21:02:44,84
A03910,S1022,CS101,discussion,CS101-D0904,2025-02-03 19:32:07,88
A03911,S1007,CS301,quiz,CS301-Q0503,2025-03-28 12:45:09,88
A03912,S1012,DS200,reading,DS200-R0403,2025-04-02 03:57:03,82
A03913,S1028,DS400,discussion,DS400-D0601,2025-04-28 14:19:58,36
A03914,S1021,CS101,assignment,CS101-A0604,2025-03-13 12:51:57,74
A03915,S1015,CS301,reading,CS301-R0501,2025-02-15 01:09:47,34
A03916,S1012,DS400,quiz,DS400-Q0204,2025-04-23 14:19:05,90
A03917,S1035,DS400,video,DS400-V0604,2025-02-13 22:43:56,39
A03918,S1003,DS200,reading,DS200-R0102,2025-03-26 04:41:37,42
A03919,S1046,CS301,quiz,CS301-Q0304,2025-04-27 18:45:41,39
A03920,S1033,CS101,assignment,CS101-A0702,2025-03-24 02:19:34,83
A03921,S1019,DS400,video,DS400-V0705,2025-04-27 03:54:49,7
A03922,S1043,CS301,video,CS301-V0605,2025-03-07 22:20:05,29
A03923,S1002,CS101,lecture,CS101-L0202,2025-03-16 12:30:37,71
A03924,S1037,CS301,discussion,CS301-D0601,2025-04-21 04:14:09,79
A03925,S1042,DS200,lecture,DS200-L0505,2025-04-26 08:03:55,48
A03926,S1010,CS301,quiz,CS301-Q0605,2025-03-10 09:10:49,61
A03927,S1004,DS200,quiz,DS200-Q0604,2025-02-16 02:43:01,7
A03928,S1013,CS301,video,CS301-V0503,2025-04-08 21:26:49,37
A03929,S1014,DS400,reading,DS400-R0705,2025-04-18 16:30:53,77
A03930,S1025,DS200,video,DS200-V0205,2025-02-08 20:33:22,87
A03931,S1010,DS200,video,DS200-V0604,2025-04-08 20:34:20,54
A03932,S1006,CS301,assignment,CS301-A0104,2025-04-28 13:59:15,29
A03933,S1008,CS301,reading,CS301-R0503,2025-03-18 15:05:46,60
A03934,S1028,DS200,assignment,DS200-A0702,2025-03-11 13:19:13,32
A03935,S1026,CS301,discussion,CS301-D0601,2025-03-23 08:00:26,79
A03936,S1036,DS400,quiz,DS400-Q0803,2025-04-18 22:44:41,64
A03937,S1050,MATH150,discussion,MATH150-D0503,2025-04-05 23:40:57,31
A03938,S1019,DS400,assignment,DS400-A0602,2025-03-30 21:44:38,46
A03939,S1013,CS301,assignment,CS301-A0803,2025-04-28 03:13:39,4
A03940,S1049,DS200,quiz,DS200-Q0704,2025-03-14 15:20:37,72
A03941,S1031,MATH150,lecture,MATH150-L0502,2025-02-04 01:25:05,62
A03942,S1027,CS301,reading,CS301-R0203,2025-03-31 19:30:25,57
A03943,S1023,DS200,reading,DS200-R0201,2025-03-04 15:47:56,61
A03944,S1050,DS200,assignment,DS200-A0401,2025-04-03 06:16:04,76
A03945,S1004,CS101,assignment,CS101-A0105,2025-04-25 12:08:44,36
A03946,S1048,CS101,quiz,CS101-Q0604,2025-03-08 12:57:18,65
A03947,S1010,DS200,assignment,DS200-A0503,2025-03-07 05:07:04,32
A03948,S1034,MATH150,assignment,MATH150-A0703,2025-02-25 18:09:04,44
A03949,S1012,DS200,assignment,DS200-A0304,2025-03-15 14:31:08,5
A03950,S1041,CS101,lecture,CS101-L0504,2025-02-04 16:16:29,74
A03951,S1048,CS101,lecture,CS101-L0102,2025-04-21 23:51:23,40
A03952,S1038,MATH150,quiz,MATH150-Q0201,2025-04-01 03:02:35,89
A03953,S1049,DS400,discussion,DS400-D1005,2025-04-14 06:59:37,52
A03954,S1021,CS101,lecture,CS101-L0901,2025-04-09 04:04:30,41
A03955,S1033,DS200,assignment,DS200-A0803,2025-03-12 21:10:16,55
A03956,S1005,MATH150,assignment,MATH150-A0504,2025-03-17 10:25:09,55
A03957,S1006,DS400,assignment,DS400-A0705,2025-03-21 03:23:36,86
A03958,S1001,MATH150,assignment,MATH150-A0805,2025-03-13 20:02:36,52
A03959,S1043,CS301,discussion,CS301-D0305,2025-02-03 09:47:42,48
A03960,S1046,DS200,reading,DS200-R0703,2025-04-01 03:57:22,76
A03961,S1024,CS101,discussion,CS101-D1001,2025-02-28 16:34:46,22
A03962,S1045,DS200,assignment,DS200-A0401,2025-04-13 17:56:13,24
A03963,S1037,DS200,quiz,DS200-Q0703,2025-04-25 22:04:17,3
A03964,S1021,MATH150,quiz,MATH150-Q0405,2025-03-25 19:38:08,55
A03965,S1012,DS200,lecture,DS200-L0501,2025-03-08 07:05:40,9
A03966,S1014,CS101,discussion,CS101-D0704,2025-02-05 00:01:49,40
A03967,S1032,MATH150,quiz,MATH150-Q0402,2025-03-27 10:37:37,76
A03968,S1006,MATH150,quiz,MATH150-Q0903,2025-02-18 03:36:02,34
A03969,S1030,MATH150,reading,MATH150-R0301,2025-02-20 02:56:42,42
A03970,S1039,MATH150,reading,MATH150-R0201,2025-04-29 23:31:59,87
A03971,S1011,DS200,discussion,DS200-D0802,2025-04-24 06:18:44,46
A03972,S1006,DS400,assignment,DS400-A0704,2025-03-03 23:29:47,64
A03973,S1031,MATH150,lecture,MATH150-L0401,2025-02-21 15:14:41,47
A03974,S1005,DS400,assignment,DS400-A0401,2025-02-15 14:18:17,46
A03975,S1033,MATH150,video,MATH150-V0504,2025-04-17 20:51:18,41
A03976,S1035,CS101,reading,CS101-R0405,2025-03-25 01:27:22,69
A03977,S1024,DS200,assignment,DS200-A0204,2025-03-27 07:23:51,78
A03978,S1021,MATH150,discussion,MATH150-D1001,2025-04-21 09:40:23,74
A03979,S1034,MATH150,assignment,MATH150-A0202,2025-03-27 15:50:25,49
A03980,S1022,MATH150,discussion,MATH150-D0204,2025-03-18 14:28:14,45
A03981,S1049,DS400,video,DS400-V0405,2025-02-21 19:51:16,13
A03982,S1038,DS200,reading,DS200-R0905,2025-02-10 18:36:06,71
A03983,S1046,CS101,assignment,CS101-A0102,2025-03-25 14:36:05,9
A03984,S1017,CS301,video,CS301-V0502,2025-04-11 04:22:47,78
A03985,S1012,MATH150,video,MATH150-V0205,2025-04-27 22:51:22,48
A03986,S1037,CS301,assignment,CS301-A0401,2025-04-24 11:14:16,76
A03987,S1048,CS101,video,CS101-V0205,2025-03-04 09:31:06,20
A03988,S1031,DS200,reading,DS200-R0201,2025-03-02 14:00:35,52
A03989,S1006,DS200,video,DS200-V0203,2025-04-28 13:39:28,83
A03990,S1023,MATH150,video,MATH150-V0101,2025-03-05 00:16:31,29
A03991,S1003,DS200,lecture,DS200-L0503,2025-02-02 20:50:22,58
A03992,S1029,DS400,lecture,DS400-L0201,2025-04-02 17:47:54,53
A03993,S1024,DS400,discussion,DS400-D0503,2025-03-04 22:02:09,59
A03994,S1027,CS301,video,CS301-V0503,2025-04-28 22:15:34,39
A03995,S1008,DS400,assignment,DS400-A0305,2025-03-31 06:05:01,13
A03996,S1010,CS301,discussion,CS301-D1003,2025-03-07 00:04:47,20
A03997,S1004,CS301,reading,CS301-R0205,2025-05-01 22:31:53,14
A03998,S1002,CS301,lecture,CS301-L0704,2025-04-09 20:47:33,79
A03999,S1006,CS101,lecture,CS101-L0902,2025-02-17 09:50:22,86
A04000,S1017,DS200,assignment,DS200-A0204,2025-03-25 20:50:27,19
A04001,S1027,DS400,video,DS400-V0301,2025-04-04 07:30:08,64
A04002,S1023,CS301,video,CS301-V0705,2025-03-29 01:34:54,49
A04003,S1010,CS101,discussion,CS101-D0403,2025-03-22 02:00:57,74
A04004,S1046,CS101,assignment,CS101-A0101,2025-03-07 09:26:45,73
A04005,S1015,DS200,assignment,DS200-A0604,2025-02-14 10:41:49,17
A04006,S1036,CS301,lecture,CS301-L0402,2025-02-16 00:35:16,4
A04007,S1003,CS301,reading,CS301-R0903,2025-04-02 15:34:28,64
A04008,S1048,DS200,reading,DS200-R0405,2025-03-18 19:58:53,16
A04009,S1010,DS400,reading,DS400-R0203,2025-03-06 08:46:47,24
A04010,S1046,CS101,reading,CS101-R0901,2025-04-11 11:10:58,19
A04011,S1041,DS400,quiz,DS400-Q0104,2025-02-06 03:15:41,37
A04012,S1036,CS101,video,CS101-V0303,2025-02-03 02:44:13,54
A04013,S1023,MATH150,quiz,MATH150-Q0504,2025-04-20 23:52:51,52
A04014,S1045,DS400,reading,DS400-R0105,2025-02-04 03:12:14,33
A04015,S1006,DS400,assignment,DS400-A1005,2025-03-05 23:00:16,56
A04016,S1026,MATH150,video,MATH150-V0101,2025-04-30 07:25:45,50
A04017,S1022,MATH150,quiz,MATH150-Q0302,2025-03-23 20:33:03,72
A04018,S1032,DS400,discussion,DS400-D0904,2025-04-13 13:18:02,49
A04019,S1023,CS301,assignment,CS301-A1005,2025-04-23 10:00:19,31
A04020,S1005,DS200,quiz,DS200-Q0104,2025-04-05 16:54:15,17
A04021,S1009,DS400,lecture,DS400-L0201,2025-04-20 11:34:46,25
A04022,S1036,CS301,lecture,CS301-L0504,2025-04-23 12:36:54,76
A04023,S1018,CS301,lecture,CS301-L1005,2025-02-03 08:51:56,28
A04024,S1033,CS101,video,CS101-V0601,2025-04-16 15:41:09,33
A04025,S1034,DS400,reading,DS400-R0405,2025-02-18 05:31:55,73
A04026,S1019,MATH150,lecture,MATH150-L1001,2025-02-27 01:52:24,59
A04027,S1037,CS101,reading,CS101-R0403,2025-03-16 15:21:51,17
A04028,S1036,DS200,discussion,DS200-D0601,2025-04-14 06:34:13,53
A04029,S1031,DS200,assignment,DS200-A0105,2025-03-06 01:05:58,29
A04030,S1009,CS301,quiz,CS301-Q0105,2025-02-26 17:05:36,66
A04031,S1049,DS400,quiz,DS400-Q0904,2025-04-23 21:56:53,43
A04032,S1025,DS200,discussion,DS200-D0303,2025-04-18 01:10:17,85
A04033,S1043,DS400,assignment,DS400-A0302,2025-03-24 21:30:57,22
A04034,S1046,DS400,lecture,DS400-L0205,2025-02-23 01:40:48,20
A04035,S1016,MATH150,video,MATH150-V0104,2025-04-30 02:03:52,66
A04036,S1033,MATH150,quiz,MATH150-Q0903,2025-04-09 00:57:18,55
A04037,S1032,CS301,assignment,CS301-A0805,2025-02-03 15:58:07,79
A04038,S1026,MATH150,reading,MATH150-R0902,2025-03-20 10:32:40,35
A04039,S1047,MATH150,discussion,MATH150-D0605,2025-03-19 23:37:30,43
A04040,S1010,CS101,video,CS101-V0602,2025-02-09 18:02:39,62
A04041,S1021,MATH150,assignment,MATH150-A0605,2025-04-03 21:27:21,21
A04042,S1033,DS400,quiz,DS400-Q0505,2025-04-11 15:56:15,59
A04043,S1018,CS101,assignment,CS101-A0203,2025-03-24 23:54:25,50
A04044,S1044,DS200,quiz,DS200-Q0803,2025-04-16 17:16:55,16
A04045,S1048,CS101,discussion,CS101-D1004,2025-03-15 01:51:03,33
A04046,S1022,DS200,reading,DS200-R1004,2025-03-08 09:30:59,41
A04047,S1005,MATH150,assignment,MATH150-A0703,2025-04-28 23:08:03,15
A04048,S1040,CS301,quiz,CS301-Q0905,2025-03-15 07:22:00,31
A04049,S1047,CS101,lecture,CS101-L1002,2025-03-07 22:43:38,65
A04050,S1012,CS101,lecture,CS101-L0702,2025-04-24 03:33:53,5
A04051,S1006,MATH150,discussion,MATH150-D0802,2025-02-18 15:00:02,36
A04052,S1010,DS200,discussion,DS200-D0505,2025-04-19 18:08:25,28
A04053,S1020,DS400,video,DS400-V0804,2025-03-13 16:47:01,71
A04054,S1004,DS400,assignment,DS400-A0903,2025-03-16 04:37:55,84
A04055,S1045,CS101,lecture,CS101-L0901,2025-02-28 12:46:35,2
A04056,S1014,DS200,reading,DS200-R0901,2025-02-08 20:40:23,43
A04057,S1015,CS301,assignment,CS301-A0403,2025-04-20 00:23:08,68
A04058,S1026,CS301,assignment,CS301-A0801,2025-03-07 10:58:43,42
A04059,S1017,MATH150,quiz,MATH150-Q0103,2025-02-25 15:55:46,75
A04060,S1010,CS301,lecture,CS301-L1004,2025-03-20 22:01:20,35
A04061,S1048,CS301,assignment,CS301-A0304,2025-02-15 01:54:19,7
A04062,S1041,MATH150,assignment,MATH150-A0404,2025-05-02 16:44:54,90
A04063,S1020,DS400,discussion,DS400-D0201,2025-04-01 01:23:51,89
A04064,S1010,DS400,reading,DS400-R0704,2025-04-14 14:39:15,81
A04065,S1044,DS200,discussion,DS200-D0601,2025-02-18 10:42:52,11
A04066,S1023,MATH150,assignment,MATH150-A0405,2025-02-25 17:54:51,3
A04067,S1044,CS301,quiz,CS301-Q0603,2025-03-27 04:14:26,18
A04068,S1006,DS200,quiz,DS200-Q0304,2025-02-27 02:21:13,28
A04069,S1039,MATH150,quiz,MATH150-Q0805,2025-02-27 19:04:07,37
A04070,S1048,CS301,lecture,CS301-L0805,2025-04-02 01:11:15,3
A04071,S1031,MATH150,lecture,MATH150-L1005,2025-02-11 14:04:13,78
A04072,S1033,CS101,quiz,CS101-Q0803,2025-03-09 19:50:45,9
A04073,S1010,DS400,assignment,DS400-A0503,2025-02-11 04:34:08,40
A04074,S1039,DS200,reading,DS200-R0401,2025-03-15 13:36:09,36
A04075,S1040,DS400,video,DS400-V0902,2025-03-24 02:26:12,83
A04076,S1022,DS400,quiz,DS400-Q0504,2025-03-17 01:42:50,56
A04077,S1023,CS301,reading,CS301-R1001,2025-03-20 14:41:21,3
A04078,S1024,MATH150,reading,MATH150-R1003,2025-04-05 20:22:16,27
A04079,S1041,MATH150,video,MATH150-V0705,2025-03-19 13:51:14,85
A04080,S1032,CS101,reading,CS101-R0705,2025-02-18 20:03:20,19
A04081,S1047,CS101,discussion,CS101-D0505,2025-04-26 05:35:55,7
A04082,S1032,CS301,assignment,CS301-A0403,2025-04-26 20:49:19,15
A04083,S1023,DS200,reading,DS200-R1004,2025-03-19 04:13:54,16
A04084,S1004,CS101,lecture,CS101-L0203,2025-04-05 08:16:13,33
A04085,S1030,CS301,video,CS301-V0505,2025-02-27 09:21:55,31
A04086,S1043,CS101,assignment,CS101-A0505,2025-03-20 20:09:36,18
A04087,S1012,MATH150,reading,MATH150-R0805,2025-03-06 13:38:53,52
A04088,S1017,CS101,video,CS101-V0603,2025-04-05 19:14:33,82
A04089,S1032,MATH150,lecture,MATH150-L0705,2025-03-05 19:04:57,84
A04090,S1024,CS301,video,CS301-V1003,2025-02-16 14:17:33,31
A04091,S1010,DS400,reading,DS400-R0603,2025-03-27 12:46:52,3
A04092,S1050,DS400,reading,DS400-R0805,2025-03-03 03:15:58,63
A04093,S1024,DS400,lecture,DS400-L0704,2025-02-06 04:10:42,20
A04094,S1034,MATH150,assignment,MATH150-A0202,2025-03-13 17:33:49,22
A04095,S1016,DS200,assignment,DS200-A0504,2025-02-02 01:18:30,39
A04096,S1002,CS301,lecture,CS301-L0504,2025-04-21 05:03:15,76
A04097,S1029,CS101,reading,CS101-R0805,2025-03-21 08:42:13,89
A04098,S1016,MATH150,lecture,MATH150-L0903,2025-04-12 03:50:15,41
A04099,S1037,MATH150,lecture,MATH150-L0902,2025-03-22 08:24:39,37
A04100,S1024,CS301,lecture,CS301-L0204,2025-02-04 08:06:28,25
A04101,S1039,CS301,lecture,CS301-L0101,2025-03-18 13:04:35,45
A04102,S1040,CS101,assignment,CS101-A0101,2025-03-16 10:18:25,5
A04103,S1025,CS301,discussion,CS301-D0505,2025-02-05 02:51:16,63
A04104,S1035,CS301,assignment,CS301-A1002,2025-03-25 05:35:23,41
A04105,S1021,CS101,quiz,CS101-Q0301,2025-04-15 14:49:49,47
A04106,S1038,DS200,assignment,DS200-A0905,2025-03-15 01:25:51,57
A04107,S1026,DS200,reading,DS200-R0404,2025-03-21 03:16:05,31
A04108,S1024,MATH150,assignment,MATH150-A0905,2025-03-13 10:30:51,6
A04109,S1032,CS101,quiz,CS101-Q0302,2025-03-25 17:11:08,69
A04110,S1014,MATH150,lecture,MATH150-L0402,2025-04-20 15:01:50,45
A04111,S1007,DS200,discussion,DS200-D0101,2025-02-28 06:58:33,25
A04112,S1004,DS400,quiz,DS400-Q0502,2025-03-21 16:31:52,82
A04113,S1020,DS400,video,DS400-V0704,2025-04-25 12:03:09,87
A04114,S1015,MATH150,quiz,MATH150-Q1004,2025-03-16 17:59:48,9
A04115,S1045,MATH150,discussion,MATH150-D0102,2025-04-11 04:25:03,86
A04116,S1001,CS101,quiz,CS101-Q0403,2025-04-18 00:53:39,81
A04117,S1028,MATH150,discussion,MATH150-D0304,2025-04-22 21:49:42,4
A04118,S1033,DS200,reading,DS200-R0304,2025-02-24 21:50:19,61
A04119,S1038,MATH150,assignment,MATH150-A0202,2025-04-28 22:17:04,65
A04120,S1049,DS400,quiz,DS400-Q0705,2025-02-11 22:31:55,12
A04121,S1009,DS200,video,DS200-V0301,2025-02-27 11:45:00,81
A04122,S1043,DS200,reading,DS200-R0304,2025-02-09 21:25:01,14
A04123,S1038,CS301,assignment,CS301-A0905,2025-04-21 03:06:31,19
A04124,S1022,DS400,reading,DS400-R0703,2025-03-17 17:00:29,34
A04125,S1041,MATH150,quiz,MATH150-Q0602,2025-02-19 10:22:04,48
A04126,S1044,MATH150,reading,MATH150-R0501,2025-02-12 11:47:19,67
A04127,S1007,DS400,assignment,DS400-A0601,2025-02-22 15:11:01,49
A04128,S1029,DS200,discussion,DS200-D0103,2025-02-15 21:21:56,8
A04129,S1014,DS400,assignment,DS400-A0901,2025-04-09 20:46:51,76
A04130,S1014,CS301,assignment,CS301-A0705,2025-03-03 02:05:33,13
A04131,S1035,MATH150,quiz,MATH150-Q0203,2025-03-10 23:03:15,86
A04132,S1009,DS200,lecture,DS200-L0203,2025-04-07 03:12:29,67
A04133,S1016,DS200,video,DS200-V0603,2025-02-07 15:57:18,13
A04134,S1008,DS200,quiz,DS200-Q0305,2025-02-21 23:24:27,50
A04135,S1001,DS200,lecture,DS200-L0904,2025-04-28 03:51:42,51
A04136,S1019,CS301,quiz,CS301-Q0105,2025-02-02 21:32:55,54
A04137,S1043,CS301,quiz,CS301-Q0205,2025-02-24 21:43:51,60
A04138,S1025,DS200,assignment,DS200-A1003,2025-02-02 02:56:45,62
A04139,S1027,CS301,assignment,CS301-A0204,2025-02-19 21:16:09,13
A04140,S1032,DS200,lecture,DS200-L0505,2025-03-24 16:53:29,67
A04141,S1026,DS400,lecture,DS400-L0501,2025-03-22 12:20:57,50
A04142,S1037,DS200,lecture,DS200-L0402,2025-03-11 10:59:12,39
A04143,S1042,MATH150,quiz,MATH150-Q0505,2025-03-15 13:29:57,60
A04144,S1020,CS101,discussion,CS101-D1001,2025-03-12 19:58:16,5
A04145,S1021,DS200,discussion,DS200-D0104,2025-04-19 01:14:23,33
A04146,S1037,CS101,discussion,CS101-D0801,2025-02-24 03:37:29,39
A04147,S1009,MATH150,assignment,MATH150-A0205,2025-03-17 14:57:58,88
A04148,S1004,CS101,discussion,CS101-D0203,2025-03-28 02:40:55,74
A04149,S1007,DS200,quiz,DS200-Q0902,2025-03-30 03:26:17,51
A04150,S1030,CS101,quiz,CS101-Q0502,2025-02-13 07:34:21,43
A04151,S1016,CS101,discussion,CS101-D0404,2025-04-13 14:44:45,18
A04152,S1050,MATH150,video,MATH150-V0701,2025-02-15 12:32:14,23
A04153,S1008,CS301,discussion,CS301-D0105,2025-04-11 14:18:35,66
A04154,S1030,MATH150,reading,MATH150-R0901,2025-02-15 14:47:41,78
A04155,S1015,DS200,reading,DS200-R0902,2025-04-16 06:32:44,65
A04156,S1020,DS200,assignment,DS200-A1001,2025-02-02 06:51:21,53
A04157,S1024,CS301,video,CS301-V0601,2025-03-20 11:26:54,40
A04158,S1022,MATH150,quiz,MATH150-Q1002,2025-04-17 18:37:25,89
A04159,S1046,MATH150,lecture,MATH150-L0102,2025-04-14 04:12:44,11
A04160,S1020,CS101,lecture,CS101-L0305,2025-02-25 14:45:11,25
A04161,S1006,DS400,reading,DS400-R0605,2025-04-04 12:05:02,75
A04162,S1046,CS301,discussion,CS301-D1001,2025-02-23 06:50:14,44
A04163,S1049,DS400,quiz,DS400-Q0204,2025-03-21 17:34:07,11
A04164,S1032,CS101,video,CS101-V0103,2025-03-13 18:10:18,65
A04165,S1029,CS101,discussion,CS101-D0501,2025-02-14 10:50:39,33
A04166,S1045,CS301,lecture,CS301-L0601,2025-03-11 22:43:31,33
A04167,S1035,DS200,assignment,DS200-A0905,2025-03-05 00:21:03,27
A04168,S1016,CS301,quiz,CS301-Q0903,2025-02-13 01:36:06,72
A04169,S1030,CS301,quiz,CS301-Q0804,2025-04-26 03:31:53,8
A04170,S1001,CS301,reading,CS301-R0403,2025-03-05 09:17:32,84
A04171,S1046,DS400,assignment,DS400-A0802,2025-04-24 16:41:43,11
A04172,S1041,CS301,video,CS301-V0102,2025-02-23 19:04:25,23
A04173,S1017,DS400,quiz,DS400-Q0803,2025-05-01 10:59:32,64
A04174,S1017,MATH150,lecture,MATH150-L0103,2025-03-26 13:50:47,36
A04175,S1035,CS101,discussion,CS101-D0504,2025-04-13 07:08:27,28
A04176,S1008,DS400,lecture,DS400-L0604,2025-02-03 18:26:32,44
A04177,S1019,DS200,quiz,DS200-Q0104,2025-03-31 13:51:53,75
A04178,S1024,DS400,assignment,DS400-A0504,2025-03-14 00:34:55,16
A04179,S1007,CS101,lecture,CS101-L0805,2025-03-19 18:17:41,51
A04180,S1020,CS301,reading,CS301-R0503,2025-03-14 11:41:58,44
A04181,S1030,DS200,discussion,DS200-D1004,2025-02-16 14:24:49,22
A04182,S1025,DS400,video,DS400-V0505,2025-03-06 16:10:51,35
A04183,S1044,CS101,video,CS101-V1001,2025-04-01 23:39:38,65
A04184,S1017,CS301,discussion,CS301-D0604,2025-02-02 23:30:27,56
A04185,S1025,DS400,assignment,DS400-A1002,2025-05-02 09:44:05,84
A04186,S1046,CS301,lecture,CS301-L0405,2025-02-14 17:00:46,53
A04187,S1036,CS301,lecture,CS301-L1004,2025-04-28 14:49:07,57
A04188,S1030,CS301,discussion,CS301-D0604,2025-02-05 20:11:00,84
A04189,S1014,DS400,discussion,DS400-D0702,2025-03-10 09:38:53,29
A04190,S1032,CS301,discussion,CS301-D0304,2025-02-08 15:28:33,86
A04191,S1006,CS101,quiz,CS101-Q0403,2025-02-13 20:00:31,17
A04192,S1036,DS400,quiz,DS400-Q0302,2025-04-07 00:26:31,5
A04193,S1027,DS400,assignment,DS400-A0303,2025-02-21 10:57:30,21
A04194,S1015,DS200,assignment,DS200-A0401,2025-04-19 08:37:03,19
A04195,S1014,DS400,discussion,DS400-D0403,2025-03-01 01:11:36,49
A04196,S1002,CS301,assignment,CS301-A0104,2025-03-28 19:47:53,34
A04197,S1046,DS200,assignment,DS200-A0104,2025-04-02 06:55:25,45
A04198,S1042,DS200,video,DS200-V0604,2025-03-26 01:49:26,51
A04199,S1021,DS200,discussion,DS200-D0501,2025-02-15 03:05:13,65
A04200,S1022,DS200,quiz,DS200-Q0101,2025-04-19 03:12:10,49
A04201,S1017,MATH150,discussion,MATH150-D0903,2025-03-01 18:18:34,69
A04202,S1031,MATH150,video,MATH150-V0201,2025-03-30 01:17:41,81
A04203,S1049,DS400,lecture,DS400-L0502,2025-03-09 00:42:10,45
A04204,S1020,DS200,discussion,DS200-D0103,2025-02-25 21:49:54,57
A04205,S1027,MATH150,video,MATH150-V0603,2025-04-20 14:43:31,4
A04206,S1031,DS400,quiz,DS400-Q0905,2025-04-04 18:30:18,58
A04207,S1035,CS301,lecture,CS301-L0301,2025-02-24 01:47:59,76
A04208,S1009,DS200,lecture,DS200-L0401,2025-05-01 21:48:51,62
A04209,S1003,CS101,discussion,CS101-D0605,2025-03-12 19:59:04,54
A04210,S1014,DS400,discussion,DS400-D0305,2025-04-21 14:56:55,61
A04211,S1037,DS400,quiz,DS400-Q0305,2025-03-22 03:09:58,26
A04212,S1045,CS101,reading,CS101-R0303,2025-03-28 23:01:33,47
A04213,S1027,DS200,discussion,DS200-D0204,2025-05-01 18:41:33,86
A04214,S1037,CS301,reading,CS301-R0501,2025-03-15 08:09:52,2
A04215,S1016,DS200,video,DS200-V0905,2025-03-23 01:17:31,1
A04216,S1031,CS101,lecture,CS101-L0601,2025-04-10 23:44:03,6
A04217,S1012,DS400,quiz,DS400-Q0503,2025-04-09 08:33:58,11
A04218,S1010,CS101,video,CS101-V0301,2025-02-09 20:37:34,63
A04219,S1024,MATH150,reading,MATH150-R0501,2025-03-12 13:08:44,36
A04220,S1034,CS301,discussion,CS301-D0301,2025-02-07 06:22:29,35
A04221,S1026,CS301,video,CS301-V0803,2025-04-06 00:04:49,3
A04222,S1050,CS101,reading,CS101-R0304,2025-04-08 23:38:40,88
A04223,S1037,CS301,reading,CS301-R0502,2025-04-22 23:51:58,7
A04224,S1015,CS301,lecture,CS301-L0805,2025-05-01 01:59:42,44
A04225,S1019,DS400,video,DS400-V0401,2025-03-29 11:47:51,48
